Fecha,Fecha de Compra,Descripción,Importe
12 Feb 2025,13 Feb 2025,PETCO CONDESA           MEXICO,446.40
12 Feb 2025,12 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,130.50
12 Feb 2025,13 Feb 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,385.00
11 Feb 2025,11 Feb 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,139.00
11 Feb 2025,11 Feb 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,169.00
11 Feb 2025,12 Feb 2025,EL CALIFA ROMA          MEXICO,311.65
11 Feb 2025,13 Feb 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
10 Feb 2025,10 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,269.99
10 Feb 2025,10 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,565.00
10 Feb 2025,10 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,932.04
10 Feb 2025,10 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,2800.00
10 Feb 2025,10 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
10 Feb 2025,10 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,454.80
10 Feb 2025,11 Feb 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,345.00
10 Feb 2025,11 Feb 2025,WHISTLE.COM             PORTLAND,175.12
09 Feb 2025,10 Feb 2025,ATRAC CASA GUAPA        CUAUHTEMOC,750.00
09 Feb 2025,09 Feb 2025,BILLPOCKET*KANABOS 54A2 MIGUEL HIDALG,600.00
09 Feb 2025,09 Feb 2025,MERCADOPAGO*BLENDSTATIO Cuauht?moc,80.00
09 Feb 2025,10 Feb 2025,PASTELERIA FICELLE      CIUDAD DE MEX,85.00
09 Feb 2025,09 Feb 2025,SR PAGO*VTA ARQUILECTUR DISTRITO FEDERA,600.00
09 Feb 2025,09 Feb 2025,UBER TRIP               HTTPS://HELP.UB,40.87
09 Feb 2025,09 Feb 2025,UBER TRIP               HTTPS://HELP.UB,66.05
09 Feb 2025,09 Feb 2025,UBER TRIP               HTTPS://HELP.UB,89.95
09 Feb 2025,10 Feb 2025,ZTL*CAN CAN PROJECTS &  CDMX,1000.00
08 Feb 2025,08 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,377.52
08 Feb 2025,09 Feb 2025,APPLE MEXICO Apple Mexi MEXICO,3299.00
08 Feb 2025,09 Feb 2025,BBQ COREANO 000273852   CIUDAD DE MEX,2081.50
08 Feb 2025,09 Feb 2025,BUNA CAFE RICO SAPI     CIUDAD DE MEX,121.00
08 Feb 2025,08 Feb 2025,MERCADOPAGO*BNREVENTOS  San Jacinto A,500.00
08 Feb 2025,08 Feb 2025,MERCADOPAGO*BNREVENTOS  San Jacinto A,500.00
08 Feb 2025,08 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
08 Feb 2025,08 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1080.80
08 Feb 2025,08 Feb 2025,REST TAVERNA            CIUDAD DE MEX,1656.00
08 Feb 2025,09 Feb 2025,UBER TRIP               HTTPS://HELP.UB,128.75
08 Feb 2025,08 Feb 2025,UBER TRIP               HTTPS://HELP.UB,191.08
07 Feb 2025,07 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,670.88
07 Feb 2025,08 Feb 2025,PORCO ROSSO BBQ ROMA PO CUAUHTEMOC,510.00
07 Feb 2025,07 Feb 2025,WHITEPAPER.MX           SAN PEDRO GARZA,159.00
06 Feb 2025,07 Feb 2025,BILLPOCKET*CAFE V 8DF0A CUAUHTEMOC,2200.00
06 Feb 2025,07 Feb 2025,DELIRIO                 MEXICO,296.44
06 Feb 2025,08 Feb 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,34.00
06 Feb 2025,07 Feb 2025,MERCADOPAGO*LOLO        Cuauht?moc,280.00
06 Feb 2025,06 Feb 2025,REST EL CALIFA ALVARO   CIUDAD DE MEX,298.10
05 Feb 2025,06 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,439.10
05 Feb 2025,05 Feb 2025,IKANO RETAIL MÉXICO S.A MEXICO CITY,-250.00
05 Feb 2025,06 Feb 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,324.50
04 Feb 2025,04 Feb 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,-4.11
04 Feb 2025,04 Feb 2025,CGO AUT TELCEL REGION 8 MERIDA,965.12
04 Feb 2025,06 Feb 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
04 Feb 2025,05 Feb 2025,INGREDIENTA.COM         MIGUEL HIDALGO,-104.05
04 Feb 2025,04 Feb 2025,NAAR MEDITERRANEAN GRI  CIUDAD DE MEX,253.00
04 Feb 2025,05 Feb 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,4101.26
04 Feb 2025,05 Feb 2025,ZTL*OPERADORA DE CAFETE METEPEC,100.00
03 Feb 2025,03 Feb 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,109.00
03 Feb 2025,03 Feb 2025,IKANO RETAIL MÉXICO S.A MEXICO CITY,-10796.00
03 Feb 2025,03 Feb 2025,MERCADOPAGO*7REGIONES   Iztacalco,337.00
03 Feb 2025,03 Feb 2025,MERCADOPAGO*BLENDSTATIO Cuauht?moc,84.00
03 Feb 2025,04 Feb 2025,PASTELERIA FICELLE      CIUDAD DE MEX,38.00
03 Feb 2025,03 Feb 2025,PETCO CONDESA II        CUAUHTEMOC,2258.50
03 Feb 2025,03 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,635.80
03 Feb 2025,04 Feb 2025,REST MONSIEUR CROQUE    CIUDAD DE MEX,644.00
02 Feb 2025,02 Feb 2025,GIGI                    MEXICO,661.25
02 Feb 2025,03 Feb 2025,PASTELERIA FICELLE      CIUDAD DE MEX,2055.00
02 Feb 2025,02 Feb 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,483.80
02 Feb 2025,03 Feb 2025,X CORP. PAID FEATURES   BASTROP,169.30
01 Feb 2025,02 Feb 2025,GIGI                    MEXICO,718.75
01 Feb 2025,01 Feb 2025,GOOGLE *GSUITE_ROMERO.  CC@GOOGLE.COM,144.00
01 Feb 2025,02 Feb 2025,OPENPAY*STARLINK        CIUDAD DE MEXIC,1100.00
